"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"27","I.M.: A Memoir","GET THE AUDIOBOOK!!!","David","1250074088","R1E3EA2DVTJ87N","1555082931","Really enjoyed this memoir!!  Listening to it in the authors voice adds personal warmth to the stories.  Love you Isaac!!",5
"30","A Gentleman in Moscow: A Novel","An exquisite read! I loved the elegant prose, the manner in which the protagonist  accepts life as it comes no matter what.","JoFJohnston","0143110438","R29ZUN4N4WXZCS","1555083077","He is an Excellent judge of character and chooses his friends from different walks of life as fate leads him a merry dance in which he manages to take the lead.he is erudite,wise charming to a fault . I hated to reach the end and will look for more books by this author",5
"31","A Gentleman in Moscow: A Novel","Human history made concise","Concinnity","0143110438","R3BIALRV1QD5DB","1555083317","What an intriguing portrait of a man's adaptation to radically changed personal circumstances occasioned by a radical change in his society.  Beautiful insights drawn with precision, elan, and sly humor.  Cleverly plotted and irresistible.  Halfway through I was already lamenting that it must end at some point.",5
"35","Less (Winner of the Pulitzer Prize): A Novel","Great read","R. Zocher","0316316121","R8UUV4V0CJLJ3","1555083478","After reading reviews of others of this book, many not favorable, I say it is very good!! I am going to read other titles by this talented writer.",5
"37","Becoming Supernatural: How Common People…","Every book that Dr Joe Dispenza writes is WAY better that the previous one","Kathleen","1401953115","R22MUJFHJ5W180","1555083559","Every book that Dr Joe Dispenza writes is WAY better that the previous one. This one is the very best yet! As a professional and a teacher myself, I can certainly relate to his earlier feelings of needing to satisfy his peers with his writings. Now, in, 'Becoming Supernatural' that is all behind him. His hard work and research efforts (which I have been privileged to a part of)  have come to fruition so far and wide. Those of us who are searching, need this work.The bottom line is inspiration as well as technique. The main message...'If I can, you can do and I can do it- see""? Now, many of us know that we can and we do. What fun!!! Helping people become supernatural...what a cosmic assignment!Thank you Dr Joe, for being our awesome teacher and spelling it out for us step by step by step, moment by moment by moment <3My students are all getting this book for Christmas, from me <3",5
"40","Pet Sematary: A Novel","Five Stars","Jill Bender","198211598X","R3G7VVFSH9VFPE","1555084036","loved it",5
"41","Tiamat's Wrath (The Expanse)","Perhaps the best book of the series","Ernest Lilley","0316332879","R1K8WIZDUC9S9B","1555084040","I love books where intelligent, competent, people are pushed to the limits and their blind spots exposed (certain characters need to understand the old saying about kicking a bear). A well written and intelligent book. I read a lot, and this is one of the best books I've read in quite a while.",5
"42","The Woman in the Window: A Novel","Great Mystery Thriller","Hon Peter J. Murphy","62678426","R2R7OKKQJ6GVW","1555084098","Great Mystery thriller! Plot twists and turns by an awesome storyteller and writer. A true page turner that keeps one up all night.",5
"44","Belonging: A German Reckons with History and Home","Important book","Kat","1476796629","R143ZEQCWK8EZG","1555084400","Powerful description of Germany during WWII",5
"46","Lies My Doctor Told Me Second Edition: Medical…","Mind blowing medical and health information!","L W Stubenrauch","162860378X","R6DMZ73AWCBSD","1555084446","This book was very interesting! It blew the doors of my medical beliefs. Things we all think are absolute gospel are not even close to being correct. I will definitely re-read this book. So much good information, written in a really easy to understand way.  I highly recommend reading this book.",5
"47","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Confusing and lengthy account","FERNANDO  HARTWIG","62319795","RIOW2XVKC1WV4","1555084485","could be better written, shorter , preciser and clearer, just lucks the line , alltough a terrific storywould not reu",2
"49","A Gentleman in Moscow: A Novel","Dense but worth it!","Joni Rich","0143110438","R3M0WEWZHJ5GEG","1555084517","I loved the way Towles weaves stories together in the book with rich philosophical references, comments on social norms and how well he kept me interested in a man confined in a hotel for the better part of his life. I found it difficult to get into the book (truth be told it took about 100 pages or 25% of the book before I started liking it). It has so much to offer that like Gone With The Wind I want to go back and read it immediately.",5
"50","Pet Sematary: A Novel","The King of horror's magnum opus","H.J","198211598X","R3QKEEMNP0X64J","1555084522","Seriously, this is Stephen King at his peak. You all know the story, so there is no need for a summary as so many good reviews supply. But, as I am running short, I'll give you this:Don't read this alone.",5
"52","The Woman in the Window: A Novel","Great thriller","fiddlinweaver","62678426","R23NFADM1AGN71","1555084702","Rarely have I been kept guessing this long. I take great pleasure in trying to figure out the ""who"" in ""whodunit"" and am usually pretty successful. This book kept me on my toes until the end. The characters were well developed. The author revealed some difficult information in a manner that was easy to absorb. I look forward to reading more books by her.",5
"59","Daisy Jones & The Six: A Novel","Beautifully written tale of love, friendship and rock and roll","Kimberly Giffin","1524798622","R27IQS5KD8K5R1","1555085088","When I found out Taylor Jenkins Reid’s newest novel was inspired by Fleetwood Mac, I was so excited. I love Fleetwood Mac. A lot! A story of rock and roll in the 1970s full of larger than life characters and their drama. Yes, please! Sign me up! I was initially disappointed in the interview format of the book. It was hard for me to get into. Without a typical descriptive narrative, I had a hard time picturing the characters and their world. But the story had me hooked, so I kept reading. And I’m so glad I did. By the time I was about a third of the way through the book, I was enjoying the oral interview format of the book. It was playing out in my mind like an episode of VH1’s “Behind the Music”. Since individuals experience the same events differently, and memory can be a tricksy beast, I really enjoyed the differences in the band members’ recollections and how perception and misunderstandings shaped the band members’ relationships with each other. And then that subtle little twist at the end had me close to tears. DAISY JONES AND THE SIX is a story about music, love and friendship and the pressures and joys that come with them. But more than that it’s a story about the choices we make, the things we do and don’t do, the things we say and don’t say and how the intersection of those words and actions shapes not only our lives, but the lives of the people we love. And wouldn’t it be amazing if someone could record “Aurora”. I would love to listen to that. DAISY JONES AND THE SIX is a 4.5 out of 5 <U+0001F31F> for me. I can’t wait to see what Taylor comes up with next. <U+0001F60A><U+2764><U+FE0F><U+0001F4DA>",4
"61","Pet Sematary: A Novel","5/5 great book","Geb2016","198211598X","R23NIERAXXO7P1","1555085130","Stephen King does it again.",5
"64","A Gentleman in Moscow: A Novel","Boring...but beautifully written","Amazon Customer","0143110438","R3AXC8ZSJAKZCV","1555085237","I understand the positive reviews are due to the fact that this book is beautifully written but it just drags. I'm finding it really difficult to finish. I get the point of the story but there are no plots or twists to lock the reader in. I have to encourage myself to continue reading it only because I don't like to leave books unfinished.",2
"67","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Riveting Read!!!","Jim Ricker","62319795","R20K53ZACPRU9L","1555085469","Very interesting. I really enjoyed now that they have caught the Golden State Killer it will be interesting to see how her theories line up.",4
"68","QAnon: An Invitation to The Great Awakening","This Will Be Part of History","Becky","1942790139","R10O3MM5OCFWUX","1555085512","I believe this book will become a collectors item. Sometime in the future, our progeny will look back at this time in history with awe at what we went through to recapture America from the evil forces that tried to bring back serfdom to the masses. If you don't think government officials in America can be evil and corrupt, you are living in a fantasy land.Look to France, Venezuela, the U.K., all around the world. Look at what socialist policies, promoted as ""social justice"" and ""progressivism"" have done to destroy the middle class and pool the wealth of the world for the evil elites. The main stream media simply will not tell you about the massive protests and revolutions going on in countries that have taken away the rights of the people and imposed so many taxes that people have difficulty buying food and just surviving. That's because the main stream media has been bought and paid for by the very same evil elites who want you fooled and docile. That is why we need heroes like the anonymous authors of this book to shine light in the darkness. And that is why you need to wake up to reality.Don't let them steal your children's future. Don't let them make slaves of us. Wake up, see the truth, and join the fight to take America back. You may or may not like Donald Trump but he is the leader we needed to get our own revolution under way and to stop the deep state in their tracks.Good work, anons. WWG1WGA, Patriots.",5
"70","Can't Make This Stuff Up!: Finding the Upside to Life's Downs","Love love love!!","Stephanie Gaddie","1400208017","R2YNHWBMDOYHZZ","1555085809","I'm just 3 chapters in and can't put it down! I'm a southern gal too and I'm loving the southern wit and humor. It's like I'm talking to one of my girlfriends! Great job Susannah! Buy this book people!! You won't be sorry!",5
"71","Life Will Be the Death of Me: . . . and you too!","Read the book before being a dumb commentor.","mr freeze","0525511776","R1E8GGSGKZ9U53","1555085860","Reading these puritanical trolls who havent even read the book is always sickening. If you don’t read the book, don’t comment. Nobody cares about you or why you don’t like the author. Stop preaching. Stop talking about some time you saw the author on a show. Stop talking about how raunchy she is. If you don’t bother reading the book then move on and shut up. This is a place for reviews of a product and you are absolutely no help to people looking for actual reviews whilst spreading your own maliciousness. Get a life.

Read the book. It’s good.",5
"72","A Gentleman in Moscow: A Novel","Delightful read","M. Kamajian","0143110438","R17HL4IZXUXXUR","1555085897","Great read. Bought for my mother-in-law for Mother's Day, and she is enjoying it very much. (Now I can reread it!). It is very hard to find a copy of this book in libraries, as it is so popular (I was 32nd on the library waiting list).",5
"77","Wolf Pack (A Joe Pickett Novel)","One of his very best!","Gail Welde","525538194","R19C2DYJ9NFJMU","1555086172","I've read every book Box has written, and Wolf Pack stands out as one of best. A far cry from his forgettable work relating to a power plant in SE Wyo. This Joe Pickett adventure was certainly worth the wait!!",5
"78","The Woman in the Window: A Novel","The witless wino in the window...","Emily Dubois","62678426","R2UAL7VHXT3R12","1555086261","Slow, laborious, another drunk, pill-popping  woman who acts like an idiot at every turn. If I were a woman, I’d be pissed at the portrayal of this dopey airhead named Anna Fox (or does the author spell it Foxx? It wouldn’t surprise me. Yawn. What a total bore.",1
"81","Don't Stop Believin'","Olivia Keeping it real...","PJP","1982122242","R3CZZGK0FRXUA","1555086382","I have  the audio version... Aside from some audio muddling, It is good to hear her voice as she talks about her early life and her fight with cancer... This is a must own for those that want to hear the real story from the woman herself....",5
"83","Cemetery Road: A Novel","Once again Greg Iles delivers","Susan Victor-mccarthy","62824619","R3ONWJFB6JQBG7","1555086502","I could not put this book down, so many twist and turns. You truly have no idea what happens next. I finished this book over a weekend and 1 day.",5
"84","Fifty Things That Aren't My Fault: Essays from…","Excellent essays by author of CATHY comic strip","Anne M. Bennett","0735218420","RTZKS4HH3H5CP","1555086642","I adored the comic strip “Cathy” as a young adult and I am happy to see and know that the author is just as good at writing essays about real life as she was at creating relatable cartoon characters! Her style is conversational and I enjoyed the humor and authentic voice she brought to the page.

Thanks to NetGalley, the author and publisher for an advanced reading copy of this book in exchange for my honest review.",4
"86","A Gentleman in Moscow: A Novel","throughly enjoyed this book","RIchard Bastas","0143110438","RI46FN1D1RZ4A","1555086797","A tremendous read, throughly enjoyed this book. Great writing style, Towles captures the time and events so well, all charactersare alive and real. Wonderful insight into life and how we can handle anything thrown at us, its our choice.I was so surprised by how good this book is but should not have been because the reviews were spot on.Read it....you will enjoy.",5
"89","The Savior (The Black Dagger Brotherhood series)","AMAZING!!!!","Lori McCarthy","1501194941","RWLAT3A2XLQKM","1555086978","I just can’t describe what I am feeling right now, just that JR Ward did it again and as I sit here blubbering and my family laughs at me (a fun loving laugh) lol She is an amazing writer and if you haven’t read any BlackDagger books yet, please read the first one and start your amazing journey! Thank you again for another great read! Love this family I enjoy reading about and sooooo happy for John!!",5
"90","The Woman in the Window: A Novel","Brilliant Thriller","C. M. Barrett","62678426","R29KQ6U46B21BC","1555087005","This book has a very intricate and masterfully handled plot.  Though a thriller, it's not over-the-top scary, so those who don't enjoy terror can enjoy this book. It's true genius, and I wait for her next book eagerly.",5
"92","Less (Winner of the Pulitzer Prize): A Novel","Dull!","R. Zocher","0316316121","R9V02S2TN1QCO","1555087225","I have not been able to finish this book, but will sometime in the future when I have nothing else to read. The prose is beautiful, but the story of a gay man so far is pretty boring. If this is the best book of the year, we're in trouble.",5
"94","The Woman in the Window: A Novel","Was a gift. Can't wait to read it.","Amazon Customer","62678426","R3EPESE3DWCUVH","1555087385","Was a gift.  Can't wait to read it.",5
"95","A Gentleman in Moscow: A Novel","Haunting, Evocative, Uplifting","jill a. finsten","0143110438","R3QEK0AKQGZ5L8","1555087397","It's a beautiful book.  His writing style is very distinctive-- lyrical, haunting and evocative. It's the story of a charming, sophisticated and wryly ironic Russian aristocrat who gets caught in the crosshairs of history (from just after the Russian Revolution until the mid-1950s.)  It's a vivid history lesson, but what it's really about is what it means to live life fully and well.  I loved this book.",5
"96","Lies My Doctor Told Me Second Edition: Medical…","Learn why your doctor's advice is not working","Linda M. Dalessandri","162860378X","RSHVBDZX54YQA","1555087400","Excellent read.  I love Dr. Berry's honesty.  It is very brave of him to challenge the establishment which no doubt makes him a target by sone whose pride or profits keep them spewing the same bad advice.  Thank you, Dr. Berry",5
"101","A Gentleman in Moscow: A Novel","Among my favorite passages is this","Robin Wirthlin","0143110438","R1PBKXG098KTU","1555087997","This book is exquisite on so many levels. I was captivated from start to finish.Among my favorite passages is this: ""Like the Freemasons, the Confederacy of the Humbled is a close-knit brotherhood whose members travel with no outward markings, but who know each other at a glance. For having fallen suddenly from grace, those in the Confederacy share a certain perspective. Knowing beauty, influence, fame, and privilege to be borrowed rather than bestowed, they are not easily impressed. They are not quick to envy or take offense. They certainly do not scour the papers in search of their own names. They remain committed to living among their peers, but they greet adulation with caution, ambition with sympathy, and condescension with an inward smile.""",5
"104","A Gentleman in Moscow: A Novel","Amor Towles is an excellent writer who weaves together a group of people who ...","karen welch","0143110438","R1ZED5M8K58NPJ","1555088237","Amor Towles is an excellent writer who weaves together a group of people who are  genuinely interestingand want to see how their lives intertwine.  I truly LOVED this book and will read it again soon and have toldeveryone to read it !  The pictures of the Hotel on line are fabulous, be sure to take a look see.",5
"113","The Prairie Homestead Cookbook: Simple…","Everybody needs this cookbook!","alamicisa","1250190193","R3NTMC0C0NF7HN","1555088573","This is the one and only cookbook I’ve ever bought. So simple to follow. No weird ingredients. Beautiful pictures. Delicious and healthy recipes. I absolutely love this cookbook!",5
"115","The Huntress: A Novel","Highly recommend!","kathleen g","62740377","R1G0KLN72D4TKA","1555088984","If you don't find yourself totally wrapped into this story- and totally floored by Nina- then, well, I don't know what to recommend you read. Quinn has written a war story, a love story, and a mystery all in one.  Ian and Tony are hunting the Huntress- a down right evil German woman who killed children and shot a man in cold blood as WWII was ending.  Jordan has a new stepmother but there's something very wrong with Annaliese.  Seriously.  Nina- Nina is one of the best characters I've read in a long time.  She's a rip roaring Soviet pilot who is out for the Huntress- and she's married to Ian, who rescued her from her sickbed in Poland.  How these come together makes for a fascinating story. Well plotted with characters you can feel, this is so worth your time.  My only quibble- and I must point this out because whoever edited this otherwise perfect book should have caught it- is that Jordan is served a slice of German chocolate cake at her father's funeral in 1950.  That cake was invented by a Texas woman in 1957.  Thanks to Edelweiss for the ARC.  I'm recommending this one!",5
"116","A Gentleman in Moscow: A Novel","My favourite novel","Katharine McKeever","0143110438","RVLYNOEPW8UA0","1555089077","This will remain my favourite book for a long, long time! Immaculately written. Not a dramatic story but you get so deeply involved in this man's narrow yet incredible life. Even though it should be melancholy it's very uplifting! A ""grand Budapest hotel"" feel to it",5
"120","The Woman in the Window: A Novel","Something out of sync","L. Williams","0062678426","R31PCXB11N0D3M","1555089271","The biggest disappointment for me in this psychological thriller was the unconvincing portrayal of the heroine, Dr. Anna Fox. The author is a male, but he chooses to tells this story through his main character who is a woman. Only thing is, nothing about her portrayal as a female is at all female to me. Nothing rings true, not even a little bit. Nothing maternal,where maternal is called for, nothing sexy about her in any detail of the plot where such would be expected, nothing soft, simply bogus. Even her appearance is somehow out of sync with what we know. She is 30-something, but in every description I’m seeing a septuagenarian, or older. Very weird choices have been made by the author . Also, his overdosing us with her alcohol and drug habit is cloying. Enough already! I get it; she uses substance to get through having been traumatized by events, but at the rate we witness her imbibing and drugging, she would not even be able to notice anything from her windows, were she even able to remain conscious enough to see out of them, and yet, the author asks us to suspend our logic as he wants us to believe him as much as she wants to convince the police that she saw what she saw. All too tedious and really got hideously in the way of what could have been a pretty good read. I just did not like this book. No literary merit here that I could find. This plot is pretty conventional, so at the end of the day, to be outstanding, an author would have to really work on character development and details presented in a fresh and lyrical way,",5
"121","Run Away","Another great read","MKS","1538748460","R3FBJ2E5REBKZU","1555089347","I love all of Harlan Coben' s books. They're about ordinary people getting involved in messy situations. I also enjoy seeing recurring characters in the books.
One question- where is Myron Bolitar & when will we see what he's been up to?
Articulate...",4
"122","Someone Knows","Worst book by Scottoline ever!","J.K","0525539646","R3PDA2TGR38L8A","1555089495","I suggest Lisa stick to her lawyer novels. The plot was ridiculous and the ending wrap-up worse. Waste of time.",5
"124","A Gentleman in Moscow: A Novel","Fall in love with a Russian gentlemen","Prescott","0143110438","R2Z469CXDCN6VO","1555089797","Our bookclub loved this book. It gave us new insight into a period of history we were unfamiliar with and the main character is a real charmer. The book, however, is not without disappointment as some key characters just disappear leaving the reader wanting more information and follow-up. Can't wait to see if a movie will be made.",5
"125","Deep State Target: How I Got Caught in the Crosshairs of the Plot to Bring Down President Trump","A must read book","RoscoeK Streyle","1635764939","R2QAA62ZOZ2TM9","1555089903","A truly fascinating book!  The deep state thugs have finally been exposed. Let the games begin, everyone involved in the great scandal in American history must pay.",5
"126","Sitting Like A Saint: Catholic Mindfulness for Kids","Every Catholic Grade school Classroom should have this book","Michele F.","1635820537","RY4WNRJLK5YOR","1555089982","As a school nurse, I was so excited to find Sitting Like a Saint! Working on prayerful/mindfulness with students is so important in helping them reduce anxiety. I love having exercises that are grounded in Catholic theology and teachings on the saints. I wish every Catholic School classroom could have a copy of this book to use with their students!",5
"130","Big Nate: Payback Time!","Big Nate","Kewen","1449497748","RBM3Z37X8504G","1555090379","This was good but not one of the better ones. Bit still it was good cause come on it big Nate. I hope he makes more soon.

P.S. read max and the mid knights it’s really good",5
"131","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Deeply personal, true crime","K10ma","62319795","R11ODCVKMGF1AE","1555090419","The fact that we know going into this book that its author died while writing it without the benefit of completing it, and that as an act of love, her husband commissioned it to be finished contributes as much to the aura surrounding it as to the true crime stories that are woven tightly together within it. The writing is heartbreakingly beautiful because the author is generous with her own thoughts and feelings but it’s also sinister and evil because the crimes the writer focuses on are completely true. This book will haunt me both because of its circumstances of coming into being as much as the unsolved nature of the Golden State Killer’s destructive path.",4
"132","Marvel Encyclopedia, New Edition","Love the book!","T Williams","1465478906","R141LMBZZ0W3MK","1555090422","The book arrived on time. Awesome book!",5
"133","Pet Sematary: A Novel","The perfect read for fall","Liviah","198211598X","R107QEZPNOU89R","1555090489","My first King read and I loved it.Perhaps I am biased because I love all things Kubrick and loved the film so much, but I found no flaws in this book. It had the perfect pace, setting, and characters.If all his books are like this one, I need to read them all!Favorite passage:""outside he could hear the storm whooping and screaming, seeming to choke on its own dark throat filled with snow.""",5
"135","A Gentleman in Moscow: A Novel","This is a sweet and loving tale","James D. Miller","0143110438","R4F1DCPYS4V3D","1555090517","This is a sweet and loving tale, with kindly twists in a classic old grande dame hotel in Moscow in 1922.As a career waiter myself in a luxury hotel, I found the cross over between guest (even if under house arrest), and staff member a bit unrealistic, but perhaps manners and aristocracy could conquer all. This book is well written and charming, a memorable story.",4
"138","Wolf Pack (A Joe Pickett Novel)","Excellent story!  Love it!","Wyoming Book Lover","525538194","RYK9EWL2U7491","1555091521","Another great read. Feel like the characters are old friends. Engaging & hard to put down. Makes you curious what will happen next. Love Wyoming & makes you feel you are outdoors with the game wardens. Great book!",5
"139","Life Will Be the Death of Me: . . . and you too!","Fresh, Funny and More Candid Than Ever","mr freeze","0525511776","R12HVDM0L0SRTR","1555091620","Although I thoroughly enjoyed ""Uganda Be Kidding Me"", Chelsea Handler's new memoir, ""Life Will Be the Death of Me: ... and you too!"", is by far my favorite literary work from the comedienne. A transparent look into her memory, Handler leads readers on a hilarious, intelligent and candid tour of her life pre and post-election. From the death of her brother to her infatuation with Robert Mueller, Handler's memoir is unique, entertaining and thought-provoking. If you enjoy comedy and candor, ""Life Will Be the Death of Me: ... and you too!"" must be on your summer reading list.",5
"141","The Woman in the Window: A Novel","One Star","Amazon Customer","62678426","RYY7ZT37L5M3","1555091909","Not a fan.",1
"143","Pet Sematary: A Novel","Real Good Read","Linda Massey","198211598X","R2VUFRCFA7V02X","1555092001","In all my 60 years I have never read Stephen King. But I love scary stories. This one hit the mark.",5
"144","A Gentleman in Moscow: A Novel","I loved the main characters","Sheri","0143110438","RQFRJN1OI1NGI","1555092197","This book transported me to a time in history that, while the period is troubling, the characters lived and acted with a sense of dignity, manners and thoughtfulness. It was a moving story. I loved the main characters, and still recite the saying, ""If you don't master your circumstances, they will master you."" I did not want the book to end.",5
"145","Doing Justice: A Prosecutor's Thoughts on Crime,…","A peek into the working of a prosecutor's office run with integity","mark l wilder","0525521127","R2JK7MAP0EOEPK","1555092286","Preet Bharara supports his claim that justice is delivered by people not just written laws and procedures using fascinating and moving stories about real life people who have been involved in one way or another with SDNY. Great book!",5
"146","Can't Make This Stuff Up!: Finding the Upside to Life's Downs","Awesome read!","Kristy Hawver","1400208017","RJ5QX3BIIXZI","1555092289","3 chapters in and I'm in love. My heart yearns for more memories to reminisce on. Thank you Sussana",5
"147","A Gentleman in Moscow: A Novel","One of the best books I have read in many years","COmagpie","0143110438","R29C2QOY60EK7","1555092377","One of the best books I have read in many years.  Interesting historical situation, setting and details and deftly drawn characters revealed mainly through the eyes of a most admirable man who accommodates an undeserved sentence of house arrest with wisdom, grace and exceptional flexibility.  Everything comes together in dramatic concluding scenes to reveal Towles as an author with a carefully laid, lovingly unfolding plan.  Incredible sense of place, time, people, human interactions.",5
"149","Less (Winner of the Pulitzer Prize): A Novel","A great read","R. Zocher","0316316121","R2QPZNY3IAF3SA","1555092536","I thouroughly enjoyed this book. Wonderful writing, humor, profundity and plot.",5
"150","Becoming Supernatural: How Common People…","Forget what you know, and read this book with an open mind. Fascinating.","Alexie J. Dossa","1401953115","RHGC8K7QJFH7V","1555096337","In my top 5 books of all time. If I had to recommend reading a book that would truly leave an impact on your life, it’s Becomming Supernatural. If I had to choose one book for my high school age child to read before graduating, it would be, Becoming Supernatural. I loved this book, and will read it again. I also loved JD’s Breaking the Habit of Being Yourself. I would read both of them!",5
"151","A Gentleman in Moscow: A Novel","Delightful","M. W. Snowden","0143110438","R4ED9GZEN0WPL","1555096457","I love the phrases written in French while the discussion was primarily about Russia. I loved the Count and others. A friend recommended the book to me and I will definitely recommend it to others.Funny and sophisticated at the same time!",4
"152","Lies My Doctor Told Me Second Edition: Medical…","Empowering and honest!  Bravo!!!  Keep up the good fight!","Candis W.","162860378X","R1QOWOH29NGKLB","1555096506","The most wonderful truthful book I have read.  Now this is the meaning of a Dr!  So informative.  Hoping he writes more. This book has helped me so much. In fact Dr Berry has changed my life.  Great book by a great human being!",5
"153","The Savior (The Black Dagger Brotherhood series)","Well worth the wait!","Lori McCarthy","1501194941","R12DZPHKHSMG6A","1555096518","I love this book! I love being around the Brotherhood. The Warden weaves her spell with an exciting story line and rich character development. Muhrder's story finally told! The rest of Xhex's story filled in. Sarah - a scientist who may help the vampires with their special needs. A beautiful new love story that was so intense and beautiful it brought tears to my eyes. A new addition to the world of the Brotherhood bodes well for more books. If you are a fan of the BDB - you will love this one!",5
